,0
0,0.08659818357805726
1,0.5513883013874944
2,0.7707681996233712
3,0.15081546721077765
4,0.32833004743300154
5,0.868910533313649
6,0.6598822737628183
7,0.0208534852402551
8,0.8447410341514372
9,0.757098562737904
10,0.4497759372882061
11,0.3409298134422889
12,0.3321773004399323
13,0.2720123681210055
14,0.26713962486312914
15,0.5431752294404407
16,0.6275709403519841
17,0.8737107508733672
18,0.41557775952643616
19,0.7688624818974342
20,0.5132484305591655
21,0.04241078148250832
22,0.6733516214298562
23,0.8813187566658669
24,0.4585650189469562
25,0.5280496841634904
26,0.46504188944024794
27,0.031905563964153894
28,0.6709483202676015
29,0.24220686745080255
30,0.8623317361768149
31,0.2978743622949067
32,0.39968228240495685
33,0.9086513848597666
34,0.04243638153640483
35,0.14397685517209158
36,0.06461326018976976
37,0.6936982764948323
38,0.9040798002603327
39,0.0020716696814250257
40,0.7682105966162545
41,0.22695792281954708
42,0.9185311501647779
43,0.8848495797989301
44,0.9534042410882005
45,0.4450877049722043
46,0.747112569298511
47,0.4168114835557597
48,0.9374006240349948
49,0.4923205607636636
50,0.568963828447458
51,0.8429863792375325
52,0.7395496205094518
53,0.44282206373134925
54,0.30906543496531347
55,0.1515702265264104
56,0.904829086801711
57,0.016183187818631484
58,0.12761497070508976
59,0.9420144313385163
60,0.9111786038079962
61,0.2616421308265581
62,0.9407393122189471
63,0.565030801376804
64,0.9597957240825096
65,0.8783816125624792
66,0.21949682214633237
67,0.4679069959273071
68,0.2678793578952554
69,0.06754742960747462
70,0.6190385282393577
71,0.45015949346222595
72,0.8136492385782657
73,0.705154749143445
74,0.5422690105208468
75,0.7166124128244001
76,0.8077020125925353
77,0.028640781629627243
78,0.6830224828779163
79,0.035110877628789394
80,0.3074176077410049
81,0.07325071402911854
82,0.4953048637335322
83,0.38590063303157707
84,0.05358718725343792
85,0.9563729045300908
86,0.10813295074001472
87,0.8674934946046104
88,0.9275119787173931
89,0.3567841863419332
90,0.9966622726526033
91,0.39863178510055497
92,0.08902951273694193
93,0.9330454292281753
94,0.20294283283816106
95,0.31577181556093903
96,0.8270957537580647
97,0.0008865274591183248
98,0.40745491353738184
99,0.6387965425448253
100,0.16885562458569314
101,0.8879201164532682
102,0.14644172430548974
103,0.4652454513318979
104,0.9548786645928643
105,0.484325223932597
106,0.12066437058521118
107,0.7042051782756679
108,0.528774178337027
109,0.9042553052818776
110,0.23930510603761124
111,0.16086602900566438
112,0.07582174898670435
113,0.32285040534710296
114,0.4884586864037713
115,0.4779423828699385
116,0.8166266319442826
117,0.6698749859212835
118,0.336507574841153
119,0.38364168925591613
120,0.007196052268386599
121,0.8875488793310637
122,0.4578566922588194
123,0.20556242298102856
124,0.8617496003743196
125,0.7069884896590548
126,0.028772674694327982
127,0.39100890155564194
128,0.7819194425837189
129,0.8226104402386599
130,0.950804631753757
131,0.2719184936025075
132,0.32870078138701
133,0.4867039673835476
134,0.7569102911152664
135,0.9002525445407347
136,0.21228332736213906
137,0.8865141904391978
138,0.6383259103351483
139,0.9112420402660255
140,0.08080819611809864
141,0.16838374746932538
142,0.41004920082701957
143,0.881621940700074
144,0.3034144888743582
145,0.22116831872786324
146,0.27053652911794357
147,0.16868562995336522
148,0.02216411993459877
149,0.9635625156240704
150,0.20750751267181877
151,0.334043036673777
152,0.4874078175077017
153,0.7094339259320649
154,0.1370159235112819
155,0.40935056522435576
156,0.36244120366945987
157,0.8736945214156872
158,0.9678827772245444
159,0.9340366791822495
160,0.07458655932852953
161,0.6005349415403106
162,0.558429211665159
163,0.6190395185771713
164,0.5341277991292125
165,0.29737127934015917
166,0.007025420360638024
167,0.822263456612786
168,0.10222169180661123
169,0.810358762492869
170,0.6429485374889626
171,0.8702592617208601
172,0.2236432958190151
173,0.5286058809981011
174,0.20782274154077462
175,0.6316264115598961
176,0.38786008589636967
177,0.6991081783411761
178,0.5072734030998273
179,0.9338791281625989
180,0.8767982792171091
181,0.13963904087953405
182,0.056477617128545377
183,0.91730771609205
184,0.6357003072853156
185,0.11847906694839028
186,0.022788724186925013
187,0.6543141035090035
188,0.41924575132932584
189,0.19150299033627016
190,0.7196970823568051
191,0.5239927683874096
192,0.791059946101887
193,0.643010409638727
194,0.05454263818428273
195,0.3869721284279046
196,0.6693776577627347
197,0.8274049256015812
198,0.7482614876528354
199,0.2222306192123671
200,0.43019061396011316
201,0.09843253857966461
202,0.5644727741308063
203,0.43785242049429485
204,0.31032968329991595
205,0.20224057752992508
206,0.5676114286825189
207,0.830338005689163
208,0.8807187049643277
209,0.5974904273959389
210,0.31632645329217346
211,0.7286508843391573
212,0.9362339020723478
213,0.18741803314129424
214,0.11278717186440379
215,0.024190209891277403
216,0.613459814561604
217,0.8185790561624793
218,0.9244648546531749
219,0.7101794581405624
220,0.7398031383458658
221,0.9276077054292792
222,0.6964474628725476
223,0.9447437693110006
224,0.46082709703727476
225,0.7522049917423622
226,0.5396791038552897
227,0.5451891528127315
228,0.0644623337528073
229,0.15353923103417744
230,0.6222080088751206
231,0.9652376606899852
232,0.20566275418626556
233,0.5156950404573182
234,0.7902718890278407
235,0.732993986634489
236,0.286135646919662
237,0.9413423256802234
238,0.0948551961031785
239,0.7386609980346202
240,0.8179514018601365
241,0.8633935610005785
242,0.9385086183018427
243,0.3532704376591149
244,0.2880892640003322
245,0.5719007361933377
246,0.37262751350908785
247,0.442363446077473
248,0.0403878144061629
249,0.8824110227237888
250,0.25680929979806577
251,0.03583326242446194
252,0.355609090913813
253,0.7122116788542715
254,0.5963746500560063
255,0.4327364030304376
256,0.2657706878429571
257,0.2460199976726628
258,0.7231731480191114
259,0.9532897221014741
260,0.6589798837301641
261,0.3920618113123644
262,0.009358144712297678
263,0.5122406763527768
264,0.5094989266614208
265,0.8173917535530547
266,0.6608604024118669
267,0.2760864247544479
268,0.21255825174172116
269,0.7753895931790243
270,0.7559107944653028
271,0.6559306955225296
272,0.158304296032304
273,0.9773797938620129
274,0.5508877903236583
275,0.8120382425358206
276,0.5911931683558452
277,0.5108645721097674
278,0.6195659892428809
279,0.13372678789684334
280,0.755207767849564
281,0.26213602621104704
282,0.6481481364191739
283,0.1347302830534789
284,0.562322575418018
285,0.1539505887379733
286,0.2832784408286233
287,0.6299169969096011
288,0.1856898781170424
289,0.37457027010835964
290,0.7713335717870552
291,0.6426109978034936
292,0.2928802687487343
293,0.3069651557314508
294,0.5421583753398923
295,0.3932109466588416
296,0.2753426087293749
297,0.9062591476575138
298,0.21712653128128023
299,0.4229597075646303
300,0.7768902788331792
301,0.21152574701965787
302,0.4922911025244009
303,0.8378289886306023
304,0.9159948047869003
305,0.7061580132628412
306,0.07510476899601415
307,0.34510849899271234
308,0.0888303135186429
309,0.7317596628859402
310,0.6185544056198191
311,0.14495438450082032
312,0.04685468878434085
313,0.19090052632932797
